MAE;predicted;real
21.551664909202987;96.92150822589606;94.28571429
21.551664909202987;30.965496715920477;16.90140845
21.551664909202987;34.95309061734092;14.43850267
21.551664909202987;36.34798181098704;21.95121951
21.551664909202987;84.26853738148792;100.0
21.551664909202987;48.13726448077895;7.112068966
21.551664909202987;48.118237105091836;11.15702479
21.551664909202987;91.36244214266563;94.73684211
21.551664909202987;28.345235059857504;5.294117647
21.551664909202987;40.30951621235526;2.4
21.551664909202987;108.11805511808268;100.0
21.551664909202987;87.67204273105526;94.4741533
21.551664909202987;32.83882181415011;17.77108434
21.551664909202987;76.9528091794949;100.0
21.551664909202987;31.92296279363144;5.291005291
21.551664909202987;75.13707070218238;100.0
21.551664909202987;51.06812907306141;38.13229572
21.551664909202987;79.03060268852505;28.72340426
21.551664909202987;96.92150822589606;100.0
21.551664909202987;34.6705423736629;8.225616921
21.551664909202987;62.98999899979995;36.39240506
21.551664909202987;27.057628441590765;3.205128205
21.551664909202987;49.93415347678132;26.21359223
21.551664909202987;23.596747752497688;4.87804878
21.551664909202987;89.82378656319156;95.75892857
21.551664909202987;23.566963801203133;5.053598775
21.551664909202987;98.4889369699944;97.08333333
21.551664909202987;100.85435260760991;93.71727749
21.551664909202987;81.68264577855234;100.0
21.551664909202987;75.81698563212646;79.55307263
21.551664909202987;32.64582518894846;5.147058824
21.551664909202987;38.64965543462902;7.936507937000001
21.551664909202987;89.16013544000805;100.0
21.551664909202987;29.038433132583073;6.0606060610000005
21.551664909202987;73.41846462902562;100.0
21.551664909202987;87.98214000911362;88.8
21.551664909202987;45.68787265568828;6.166666667
21.551664909202987;52.22782990761707;8.90052356
21.551664909202987;48.193922141707716;18.18181818
21.551664909202987;45.44097208657794;32.59385666
21.551664909202987;32.01922366251537;4.166666667
21.551664909202987;88.54437412091022;91.66666667
21.551664909202987;61.24318125460256;15.98360656
21.551664909202987;59.692915295759406;25.83333333
21.551664909202987;73.20332093147061;97.82016349
21.551664909202987;55.71692136521188;14.78599222
21.551664909202987;78.73081052803875;94.93534483
21.551664909202987;84.37087712930804;100.0
21.551664909202987;80.57577817604533;57.33695652
21.551664909202987;77.26059195266146;21.55477032
21.551664909202987;58.23898838076935;37.80068729
21.551664909202987;91.21254467371921;100.0
