MAE;predicted;real
12.74418600281911;64.29294949917863;100.0
12.74418600281911;91.32593553689198;100.0
12.74418600281911;98.45084861797677;100.0
12.74418600281911;65.26244952438468;100.0
12.74418600281911;100.64650127029135;100.0
12.74418600281911;87.43210574073592;100.0
12.74418600281911;0.9880684496283443;5.109489051000001
12.74418600281911;105.92873060521923;91.82879377
12.74418600281911;44.015636826317134;100.0
12.74418600281911;15.487349947882581;8.724832215
12.74418600281911;23.5040330373788;17.31669267
12.74418600281911;5.1245664938377775;4.2402826860000005
12.74418600281911;87.14066854999062;97.52066116
12.74418600281911;79.1517083415586;100.0
12.74418600281911;79.66943060304838;100.0
12.74418600281911;64.53338720808559;35.0177305
12.74418600281911;5.273167166146719;1.4869888480000002
