MAE;predicted;real
15.225066137685456;67.94846594200374;23.60515021
15.225066137685456;92.83380798450084;98.99328859
15.225066137685456;55.015170752926295;100.0
15.225066137685456;83.86478227617548;100.0
15.225066137685456;94.20900254643269;100.0
15.225066137685456;63.46760126563642;100.0
15.225066137685456;91.80150657712946;99.6835443
15.225066137685456;33.7802751307751;100.0
15.225066137685456;19.024886004479953;16.90140845
15.225066137685456;91.55587537319406;100.0
15.225066137685456;0.46366428000130244;5.109489051000001
15.225066137685456;56.12424643989721;41.56626506
15.225066137685456;17.21608640777765;17.77108434
15.225066137685456;85.91612923922125;100.0
15.225066137685456;72.19440013977282;100.0
15.225066137685456;11.234335394567001;14.43850267
15.225066137685456;86.3144240060497;94.4741533
15.225066137685456;61.041548912452576;100.0
