MAE;predicted;real
20.255850188318746;85.12061667134365;28.72340426
20.255850188318746;96.54022308635679;100.0
20.255850188318746;33.74543078740888;16.90140845
20.255850188318746;91.1618224590568;83.94160584
20.255850188318746;43.836842297234035;14.53900709
20.255850188318746;84.86174452064795;100.0
20.255850188318746;92.1988870003117;100.0
20.255850188318746;94.29408523384714;100.0
20.255850188318746;96.84710833666156;99.64664311
20.255850188318746;92.25413100826582;100.0
20.255850188318746;30.296360186303264;5.915178571
20.255850188318746;30.46356346412893;11.9047619
20.255850188318746;89.88192506437939;98.77488515
20.255850188318746;80.53448759137174;100.0
20.255850188318746;78.0245899351532;100.0
20.255850188318746;95.16184723316634;99.51219512
20.255850188318746;82.00430097248531;40.24960998
