MAE;predicted;real
15.138770221419357;1.0;2.1352313169999997
15.138770221419357;83.0;86.06557377
15.138770221419357;63.0;100.0
15.138770221419357;97.0;94.28571429
15.138770221419357;102.0;97.08333333
15.138770221419357;94.0;100.0
15.138770221419357;94.0;100.0
15.138770221419357;80.0;41.43192488
15.138770221419357;96.0;94.57831325
15.138770221419357;2.0;4.166666667
15.138770221419357;51.0;28.0952381
15.138770221419357;95.0;97.52066116
15.138770221419357;6.0;2.564102564
15.138770221419357;67.0;100.0
15.138770221419357;55.0;100.0
15.138770221419357;61.0;32.35294118
15.138770221419357;2.0;6.008583691
