MAE;predicted;real
10.225490173468206;54.93150301888901;23.60515021
10.225490173468206;82.10411150143446;100.0
10.225490173468206;80.47746126729812;100.0
10.225490173468206;95.36054772458759;100.0
10.225490173468206;69.1575104505236;100.0
10.225490173468206;91.04315006404907;100.0
10.225490173468206;3.4926368140186135;6.008583691
10.225490173468206;1.7190208048211304;6.0606060610000005
10.225490173468206;97.76906421059296;99.6099844
10.225490173468206;0.7159807308266664;5.109489051000001
10.225490173468206;97.89865790928873;100.0
10.225490173468206;105.74939068109563;100.0
10.225490173468206;99.46946686370477;94.84978541
10.225490173468206;35.29823895352786;7.112068966
10.225490173468206;55.74845337253843;100.0
10.225490173468206;14.759649549103635;2.4
10.225490173468206;54.93609509860135;33.5078534
10.225490173468206;98.64987475064343;100.0
10.225490173468206;67.16350459449677;36.39240506
10.225490173468206;67.63972193007271;28.72340426
10.225490173468206;76.6480409698017;100.0
10.225490173468206;93.797420130703;100.0
10.225490173468206;105.08142535260782;96.82539683
10.225490173468206;19.205590977173017;19.34604905
10.225490173468206;4.414822013347095;5.294117647
10.225490173468206;87.10116507248561;98.77488515
10.225490173468206;63.96349643818067;100.0
10.225490173468206;101.1164512628908;93.71727749
10.225490173468206;104.07711269309483;97.30046948
10.225490173468206;75.55172010175538;100.0
10.225490173468206;53.100567823500676;38.13229572
10.225490173468206;0.6496264612251305;2.9197080289999997
10.225490173468206;24.033811275034893;8.724832215
10.225490173468206;95.4402385353245;100.0
10.225490173468206;1.3563048621137237;3.205128205
10.225490173468206;99.63645858023514;97.05882353
10.225490173468206;99.08701060259061;94.57831325
10.225490173468206;14.778798534969114;7.936507937000001
10.225490173468206;27.33130287029311;8.90052356
10.225490173468206;39.879839657364606;100.0
10.225490173468206;72.46233268693003;79.55307263
10.225490173468206;56.913333909838556;37.80068729
10.225490173468206;98.42568313027199;100.0
10.225490173468206;2.103852929331047;6.310679612
10.225490173468206;7.736923454197603;8.225616921
10.225490173468206;85.78397461874053;94.28571429
10.225490173468206;80.04227596911879;100.0
10.225490173468206;97.58022007709683;91.66666667
10.225490173468206;6.964677057493651;5.147058824
10.225490173468206;30.73593008735368;14.78599222
10.225490173468206;58.878807198996796;33.18435754
10.225490173468206;59.74242851005974;37.58389262
