MAE;predicted;real
12.826746395225808;0.0;3.305785124
12.826746395225808;89.0;83.94160584
12.826746395225808;18.0;17.70428016
12.826746395225808;56.0;100.0
12.826746395225808;76.0;99.51219512
12.826746395225808;11.0;8.90052356
12.826746395225808;5.0;4.60251046
12.826746395225808;3.0;6.0606060610000005
12.826746395225808;11.0;12.34177215
12.826746395225808;5.0;20.98009188
12.826746395225808;39.0;21.55477032
12.826746395225808;106.0;100.0
12.826746395225808;105.0;86.06557377
12.826746395225808;1.0;4.0
12.826746395225808;0.0;1.5
12.826746395225808;75.0;100.0
12.826746395225808;71.0;94.84978541
